term,Jamo,alphabet
중철,ㅈㅜㅇㅊㅓㄹ,WNDCJF
참결,ㅊㅏㅁㄱㅕㄹ,CKARUF
천악,ㅊㅓㄴㅇㅏㄱ,CJSDKR
쿠트바,ㅋㅜㅌㅡㅂㅏ,ZNXMQK
탁명,ㅌㅏㄱㅁㅕㅇ,XKRAUD
태청,ㅌㅏㅣㅊㅓㅇ,XKLCJD
파르드,ㅍㅏㄹㅡㄷㅡ,VKFMEM
파르시,ㅍㅏㄹㅡㅅㅣ,VKFMTL
푸라나,ㅍㅜㄹㅏㄴㅏ,VNFKSK
푸루샤,ㅍㅜㄹㅜㅅㅑ,VNFNTI
하디트,ㅎㅏㄷㅣㅌㅡ,GKELXM
할례,ㅎㅏㄹㄹㅕㅣ,GKFFUL
회민,ㅎㅗㅣㅁㅣㄴ,GHLALS
디도스,ㄷㅣㄷㅗㅅㅡ,ELEHTM
오마쥬,ㅇㅗㅁㅏㅈㅠ,DHAKWB
복음,ㅂㅗㄱㅇㅡㅁ,QHRDMA
자사고,ㅈㅏㅅㅏㄱㅗ,WKTKRH
모기지,ㅁㅗㄱㅣㅈㅣ,AHRLWL
기자교,ㄱㅣㅈㅏㄱㅛ,RLWKRY
다두파,ㄷㅏㄷㅜㅍㅏ,EKENVK
다처교,ㄷㅏㅊㅓㄱㅛ,EKCJRY
도사교,ㄷㅗㅅㅏㄱㅛ,EHTKRY
마니교,ㅁㅏㄴㅣㄱㅛ,AKSLRY
바브교,ㅂㅏㅂㅡㄱㅛ,QKQMRY
부두교,ㅂㅜㄷㅜㄱㅛ,QNENRY
사캬파,ㅅㅏㅋㅑㅍㅏ,TKZIVK
수니파,ㅅㅜㄴㅣㅍㅏ,TNSLVK
수피파,ㅅㅜㅍㅣㅍㅏ,TNVLVK
시아파,ㅅㅣㅇㅏㅍㅏ,TLDKVK
시크교,ㅅㅣㅋㅡㄱㅛ,TLZMRY
지나교,ㅈㅣㄴㅏㄱㅛ,WLSKRY
황교,ㅎㅗㅏㅇㄱㅛ,GHKDRY
크루프,ㅋㅡㄹㅜㅍㅡ,ZMFNVM
태선,ㅌㅏㅣㅅㅓㄴ,XKLTJS
선암,ㅅㅓㄴㅇㅏㅁ,TJSDKA
탈골,ㅌㅏㄹㄱㅗㄹ,XKFRHF
혈반,ㅎㅕㄹㅂㅏㄴ,GUFQKS
폐옹,ㅍㅕㅣㅇㅗㅇ,VULDHD
절골,ㅈㅓㄹㄱㅗㄹ,WJFRHF
습란,ㅅㅡㅂㄹㅏㄴ,TMQFKS
발적,ㅂㅏㄹㅈㅓㄱ,QKFWJR
일혈,ㅇㅣㄹㅎㅕㄹ,DLFGUF
내량,ㄴㅏㅣㄹㅑㅇ,SKLFID
섬망,ㅅㅓㅁㅁㅏㅇ,TJAAKD
화농,ㅎㅗㅏㄴㅗㅇ,GHKSHD
농개,ㄴㅗㅇㄱㅏㅣ,SHDRKL
골혹,ㄱㅗㄹㅎㅗㄱ,RHFGHR
종창,ㅈㅗㅇㅊㅏㅇ,WHDCKD
열항,ㅇㅕㄹㅎㅏㅇ,DUFGKD
골암,ㄱㅗㄹㅇㅏㅁ,RHFDKA
설암,ㅅㅓㄹㅇㅏㅁ,TJFDKA
전암,ㅈㅓㄴㅇㅏㅁ,WJSDKA
암종,ㅇㅏㅁㅈㅗㅇ,DKAWHD
흡종,ㅎㅡㅂㅈㅗㅇ,GMQWHD
혈종,ㅎㅕㄹㅈㅗㅇ,GUFWHD
외종,ㅇㅗㅣㅈㅗㅇ,DHLWHD
골종,ㄱㅗㄹㅈㅗㅇ,RHFWHD
면종,ㅁㅕㄴㅈㅗㅇ,AUSWHD
낭종,ㄴㅏㅇㅈㅗㅇ,SKDWHD
신염,ㅅㅣㄴㅇㅕㅁ,TLSDUA
회염,ㅎㅗㅣㅇㅕㅁ,GHLDUA
안염,ㅇㅏㄴㅇㅕㅁ,DKSDUA
폐염,ㅍㅕㅣㅇㅕㅁ,VULDUA
설염,ㅅㅓㄹㅇㅕㅁ,TJFDUA
음위,ㅇㅡㅁㅇㅜㅣ,DMADNL
잠혈,ㅈㅏㅁㅎㅕㄹ,WKAGUF
주맹,ㅈㅜㅁㅏㅣㅇ,WNAKLD
면열,ㅁㅕㄴㅇㅕㄹ,AUSDUF
측만,ㅊㅡㄱㅁㅏㄴ,CMRAKS
심질,ㅅㅣㅁㅈㅣㄹ,TLAWLF
근염,ㄱㅡㄴㅇㅕㅁ,RMSDUA
진폐,ㅈㅣㄴㅍㅕㅣ,WLSVUL
암성,ㅇㅏㅁㅅㅓㅇ,DKATJD
탄폐,ㅌㅏㄴㅍㅕㅣ,XKSVUL
압진,ㅇㅏㅂㅈㅣㄴ,DKQWLS
신함,ㅅㅣㄴㅎㅏㅁ,TLSGKA
농흉,ㄴㅗㅇㅎㅠㅇ,SHDGBD
설태,ㅅㅓㄹㅌㅏㅣ,TJFXKL
열형,ㅇㅕㄹㅎㅕㅇ,DUFGUD
욕창,ㅇㅛㄱㅊㅏㅇ,DYRCKD
질탈,ㅈㅣㄹㅌㅏㄹ,WLFXKF
예막,ㅇㅕㅣㅁㅏㄱ,DULAKR
산동,ㅅㅏㄴㄷㅗㅇ,TKSEHD
특발,ㅌㅡㄱㅂㅏㄹ,XMRQKF
안화,ㅇㅏㄴㅎㅗㅏ,DKSGHK
매독,ㅁㅏㅣㄷㅗㄱ,AKLEHR
맥후,ㅁㅏㅣㄱㅎㅜ,AKLRGN
병독,ㅂㅕㅇㄷㅗㄱ,QUDEHR
울병,ㅇㅜㄹㅂㅕㅇ,DNFQUD
열증,ㅇㅕㄹㅈㅡㅇ,DUFWMD
피떡,ㅍㅣㄷㄷㅓㄱ,VLEEJR
뇌병,ㄴㅗㅣㅂㅕㅇ,SHLQUD
입병,ㅇㅣㅂㅂㅕㅇ,DLQQUD
삼눈,ㅅㅏㅁㄴㅜㄴ,TKASNS
연절,ㅇㅕㄴㅈㅓㄹ,DUSWJF
틱증,ㅌㅣㄱㅈㅡㅇ,XLRWMD
검병,ㄱㅓㅁㅂㅕㅇ,RJAQUD
산취,ㅅㅏㄴㅊㅜㅣ,TKSCNL
열훈,ㅇㅕㄹㅎㅜㄴ,DUFGNS
음종,ㅇㅡㅁㅈㅗㅇ,DMAWHD
혈병,ㅎㅕㄹㅂㅕㅇ,GUFQUD
산증,ㅅㅏㄴㅈㅡㅇ,TKSWMD
울증,ㅇㅜㄹㅈㅡㅇ,DNFWMD
철증,ㅊㅓㄹㅈㅡㅇ,CJFWMD
회증,ㅎㅗㅣㅈㅡㅇ,GHLWMD
외증,ㅇㅗㅣㅈㅡㅇ,DHLWMD
절증,ㅈㅓㄹㅈㅡㅇ,WJFWMD
잠병,ㅈㅏㅁㅂㅕㅇ,WKAQUD
갈병,ㄱㅏㄹㅂㅕㅇ,RKFQUD
설증,ㅅㅓㄹㅈㅡㅇ,TJFWMD
구마비,ㄱㅜㅁㅏㅂㅣ,RNAKQL
마비저,ㅁㅏㅂㅣㅈㅓ,AKQLWJ
유비저,ㅇㅠㅂㅣㅈㅓ,DBQLWJ
티푸스,ㅌㅣㅍㅜㅅㅡ,XLVNTM
데빌,ㄷㅓㅣㅂㅣㄹ,EJLQLF
방통,ㅂㅏㅇㅌㅗㅇ,QKDXHD
임충,ㅇㅣㅁㅊㅜㅇ,DLACND
짱구,ㅈㅈㅏㅇㄱㅜ,WWKDRN
텐마,ㅌㅓㅣㄴㅁㅏ,XJLSAK
마리오,ㅁㅏㄹㅣㅇㅗ,AKFLDH
가이아,ㄱㅏㅇㅣㅇㅏ,RKDLDK
구미호,ㄱㅜㅁㅣㅎㅗ,RNALGH
기가스,ㄱㅣㄱㅏㅅㅡ,RLRKTM
로미오,ㄹㅗㅁㅣㅇㅗ,FHALDH
리자드,ㄹㅣㅈㅏㄷㅡ,FLWKEM
미노리,ㅁㅣㄴㅗㄹㅣ,ALSHFL
바나바,ㅂㅏㄴㅏㅂㅏ,QKSKQK
오로치,ㅇㅗㄹㅗㅊㅣ,DHFHCL
유이치,ㅇㅠㅇㅣㅊㅣ,DBDLCL
이오리,ㅇㅣㅇㅗㄹㅣ,DLDHFL
조르바,ㅈㅗㄹㅡㅂㅏ,WHFMQK
츠바사,ㅊㅡㅂㅏㅅㅏ,CMQKTK
치히로,ㅊㅣㅎㅣㄹㅗ,CLGLFH
카구라,ㅋㅏㄱㅜㄹㅏ,ZKRNFK
토토로,ㅌㅗㅌㅗㄹㅗ,XHXHFH
프리그,ㅍㅡㄹㅣㄱㅡ,VMFLRM
피가로,ㅍㅣㄱㅏㄹㅗ,VLRKFH
마왕,ㅁㅏㅇㅗㅏㅇ,AKDHKD
엘프,ㅇㅓㅣㄹㅍㅡ,DJLFVM
베인,ㅂㅓㅣㅇㅣㄴ,QJLDLS
애쉬,ㅇㅏㅣㅅㅜㅣ,DKLTNL
화과,ㅎㅗㅏㄱㅗㅏ,GHKRHK
근학,ㄱㅡㄴㅎㅏㄱ,RMSGKR
골학,ㄱㅗㄹㅎㅏㄱ,RHFGKR
악학,ㅇㅏㄱㅎㅏㄱ,DKRGKR
아우라,ㅇㅏㅇㅜㄹㅏ,DKDNFK
보이드,ㅂㅗㅇㅣㄷㅡ,QHDLEM
그리드,ㄱㅡㄹㅣㄷㅡ,RMFLEM
스택,ㅅㅡㅌㅏㅣㄱ,TMXKLR
스펙,ㅅㅡㅍㅓㅣㄱ,TMVJLR
캡쳐,ㅋㅏㅣㅂㅊㅕ,ZKLQCU
코스피,ㅋㅗㅅㅡㅍㅣ,ZHTMVL
태형,ㅌㅏㅣㅎㅕㅇ,XKLGUD
트러스,ㅌㅡㄹㅓㅅㅡ,XMFJTM
프리뷰,ㅍㅡㄹㅣㅂㅠ,VMFLQB
쉴드,ㅅㅜㅣㄹㄷㅡ,TNLFEM
스팩,ㅅㅡㅍㅏㅣㄱ,TMVKLR
스피어,ㅅㅡㅍㅣㅇㅓ,TMVLDJ
크랙,ㅋㅡㄹㅏㅣㄱ,ZMFKLR
트로이,ㅌㅡㄹㅗㅇㅣ,XMFHDL
아다리,ㅇㅏㄷㅏㄹㅣ,DKEKFL
미아로,ㅁㅣㅇㅏㄹㅗ,ALDKFH
박씨,ㅂㅏㄱㅅㅅㅣ,QKRTTL
킹핀,ㅋㅣㅇㅍㅣㄴ,ZLDVLS
가치주,ㄱㅏㅊㅣㅈㅜ,RKCLWN
강선,ㄱㅏㅇㅅㅓㄴ,RKDTJS
강종,ㄱㅏㅇㅈㅗㅇ,RKDWHD
고구려,ㄱㅗㄱㅜㄹㅕ,RHRNFU
나노초,ㄴㅏㄴㅗㅊㅗ,SKSHCH
나로호,ㄴㅏㄹㅗㅎㅗ,SKFHGH
남궁,ㄴㅏㅁㄱㅜㅇ,SKARND
낸드,ㄴㅏㅣㄴㄷㅡ,SKLSEM
다이브,ㄷㅏㅇㅣㅂㅡ,EKDLQM
덴트,ㄷㅓㅣㄴㅌㅡ,EJLSXM
디램,ㄷㅣㄹㅏㅣㅁ,ELFKLA
라벨,ㄹㅏㅂㅓㅣㄹ,FKQJLF
랠리,ㄹㅏㅣㄹㄹㅣ,FKLFFL
레진,ㄹㅓㅣㅈㅣㄴ,FJLWLS
리셋,ㄹㅣㅅㅓㅣㅅ,FLTJLT
리소스,ㄹㅣㅅㅗㅅㅡ,FLTHTM
마이스,ㅁㅏㅇㅣㅅㅡ,AKDLTM
매핑,ㅁㅏㅣㅍㅣㅇ,AKLVLD
몰링,ㅁㅗㄹㄹㅣㅇ,AHFFLD
바이두,ㅂㅏㅇㅣㄷㅜ,QKDLEN
바코드,ㅂㅏㅋㅗㄷㅡ,QKZHEM
박막,ㅂㅏㄱㅁㅏㄱ,QKRAKR
발해,ㅂㅏㄹㅎㅏㅣ,QKFGKL
베놈,ㅂㅓㅣㄴㅗㅁ,QJLSHA
벤트,ㅂㅓㅣㄴㅌㅡ,QJLSXM
사쿠라,ㅅㅏㅋㅜㄹㅏ,TKZNFK
살레,ㅅㅏㄹㄹㅓㅣ,TKFFJL
섹터,ㅅㅓㅣㄱㅌㅓ,TJLRXJ
셀카,ㅅㅓㅣㄹㅋㅏ,TJLFZK
손씨,ㅅㅗㄴㅅㅅㅣ,THSTTL
수냉,ㅅㅜㄴㅏㅣㅇ,TNSKLD
스키마,ㅅㅡㅋㅣㅁㅏ,TMZLAK
시그마,ㅅㅣㄱㅡㅁㅏ,TLRMAK
식각,ㅅㅣㄱㄱㅏㄱ,TLRRKR
심씨,ㅅㅣㅁㅅㅅㅣ,TLATTL
썸머,ㅅㅅㅓㅁㅁㅓ,TTJAAJ
아야가,ㅇㅏㅇㅑㄱㅏ,DKDIRK
아이디,ㅇㅏㅇㅣㄷㅣ,DKDLEL
엑사,ㅇㅓㅣㄱㅅㅏ,DJLRTK
연강,ㅇㅕㄴㄱㅏㅇ,DUSRKD
오마주,ㅇㅗㅁㅏㅈㅜ,DHAKWN
워홀,ㅇㅜㅓㅎㅗㄹ,DNJGHF
최씨,ㅊㅗㅣㅅㅅㅣ,CHLTTL
캐싱,ㅋㅏㅣㅅㅣㅇ,ZKLTLD
캡처,ㅋㅏㅣㅂㅊㅓ,ZKLQCJ
코타이,ㅋㅗㅌㅏㅇㅣ,ZHXKDL
퀸즈,ㅋㅜㅣㄴㅈㅡ,ZNLSWM
클럭,ㅋㅡㄹㄹㅓㄱ,ZMFFJR
키노트,ㅋㅣㄴㅗㅌㅡ,ZLSHXM
텝스,ㅌㅓㅣㅂㅅㅡ,XJLQTM
토크쇼,ㅌㅗㅋㅡㅅㅛ,XHZMTY
트램,ㅌㅡㄹㅏㅣㅁ,XMFKLA
티무르,ㅌㅣㅁㅜㄹㅡ,XLANFM
패킷,ㅍㅏㅣㅋㅣㅅ,VKLZLT
포멧,ㅍㅗㅁㅓㅣㅅ,VHAJLT
픽업,ㅍㅣㄱㅇㅓㅂ,VLRDJQ
필링,ㅍㅣㄹㄹㅣㅇ,VLFFLD
한양,ㅎㅏㄴㅇㅑㅇ,GKSDID
헥스,ㅎㅓㅣㄱㅅㅡ,GJLRTM
트리즈,ㅌㅡㄹㅣㅈㅡ,XMFLWM
프로브,ㅍㅡㄹㅗㅂㅡ,VMFHQM
런칭,ㄹㅓㄴㅊㅣㅇ,FJSCLD
레슨,ㄹㅓㅣㅅㅡㄴ,FJLTMS
맞팔,ㅁㅏㅈㅍㅏㄹ,AKWVKF
무쌍,ㅁㅜㅅㅅㅏㅇ,ANTTKD
벤더,ㅂㅓㅣㄴㄷㅓ,QJLSEJ
스윕,ㅅㅡㅇㅜㅣㅂ,TMDNLQ
스텟,ㅅㅡㅌㅓㅣㅅ,TMXJLT
커머스,ㅋㅓㅁㅓㅅㅡ,ZJAJTM
트렉,ㅌㅡㄹㅓㅣㄱ,XMFJLR
트리거,ㅌㅡㄹㅣㄱㅓ,XMFLRJ
트윗,ㅌㅡㅇㅜㅣㅅ,XMDNLT
산심,ㅅㅏㄴㅅㅣㅁ,TKSTLA
영안,ㅇㅕㅇㅇㅏㄴ,DUDDKS
케럿,ㅋㅓㅣㄹㅓㅅ,ZJLFJT
가쉽,ㄱㅏㅅㅜㅣㅂ,RKTNLQ
테솔,ㅌㅓㅣㅅㅗㄹ,XJLTHF
빙점,ㅂㅣㅇㅈㅓㅁ,QLDWJA
광주,ㄱㅗㅏㅇㅈㅜ,RHKDWN
군산,ㄱㅜㄴㅅㅏㄴ,RNSTKS
남동,ㄴㅏㅁㄷㅗㅇ,SKAEHD
대동,ㄷㅏㅣㄷㅗㅇ,EKLEHD
대전,ㄷㅏㅣㅈㅓㄴ,EKLWJS
동면,ㄷㅗㅇㅁㅕㄴ,EHDAUS
동해,ㄷㅗㅇㅎㅏㅣ,EHDGKL
목동,ㅁㅗㄱㄷㅗㅇ,AHREHD
목면,ㅁㅗㄱㅁㅕㄴ,AHRAUS
본동,ㅂㅗㄴㄷㅗㅇ,QHSEHD
북동,ㅂㅜㄱㄷㅗㅇ,QNREHD
삼척,ㅅㅏㅁㅊㅓㄱ,TKACJR
상면,ㅅㅏㅇㅁㅕㄴ,TKDAUS
순동,ㅅㅜㄴㄷㅗㅇ,TNSEHD
양동,ㅇㅑㅇㄷㅗㅇ,DIDEHD
외동,ㅇㅗㅣㄷㅗㅇ,DHLEHD
용인,ㅇㅛㅇㅇㅣㄴ,DYDDLS
원주,ㅇㅜㅓㄴㅈㅜ,DNJSWN
인천,ㅇㅣㄴㅊㅓㄴ,DLSCJS
정동,ㅈㅓㅇㄷㅗㅇ,WJDEHD
중동,ㅈㅜㅇㄷㅗㅇ,WNDEHD
학동,ㅎㅏㄱㄷㅗㅇ,GKREHD
화동,ㅎㅗㅏㄷㅗㅇ,GHKEHD
화성,ㅎㅗㅏㅅㅓㅇ,GHKTJD
남극,ㄴㅏㅁㄱㅡㄱ,SKARMR
사바나,ㅅㅏㅂㅏㄴㅏ,TKQKSK
암만,ㅇㅏㅁㅁㅏㄴ,DKAAKS
성산,ㅅㅓㅇㅅㅏㄴ,TJDTKS
아시아,ㅇㅏㅅㅣㅇㅏ,DKTLDK
명덕,ㅁㅕㅇㄷㅓㄱ,AUDEJR
중국,ㅈㅜㅇㄱㅜㄱ,WNDRNR
완주,ㅇㅗㅏㄴㅈㅜ,DHKSWN
한국,ㅎㅏㄴㄱㅜㄱ,GKSRNR
백도,ㅂㅏㅣㄱㄷㅗ,QKLREH
금산,ㄱㅡㅁㅅㅏㄴ,RMATKS
충청,ㅊㅜㅇㅊㅓㅇ,CNDCJD
강변,ㄱㅏㅇㅂㅕㄴ,RKDQUS
분당,ㅂㅜㄴㄷㅏㅇ,QNSEKD
강남,ㄱㅏㅇㄴㅏㅁ,RKDSKA
공덕,ㄱㅗㅇㄷㅓㄱ,RHDEJR
종각,ㅈㅗㅇㄱㅏㄱ,WHDRKR
성북,ㅅㅓㅇㅂㅜㄱ,TJDQNR
상봉,ㅅㅏㅇㅂㅗㅇ,TKDQHD
일산,ㅇㅣㄹㅅㅏㄴ,DLFTKS
중산,ㅈㅜㅇㅅㅏㄴ,WNDTKS
연천,ㅇㅕㄴㅊㅓㄴ,DUSCJS
평양,ㅍㅕㅇㅇㅑㅇ,VUDDID
북한,ㅂㅜㄱㅎㅏㄴ,QNRGKS
런던,ㄹㅓㄴㄷㅓㄴ,FJSEJS
러시아,ㄹㅓㅅㅣㅇㅏ,FJTLDK
동강,ㄷㅗㅇㄱㅏㅇ,EHDRKD
발산,ㅂㅏㄹㅅㅏㄴ,QKFTKS
동명,ㄷㅗㅇㅁㅕㅇ,EHDAUD
당산,ㄷㅏㅇㅅㅏㄴ,EKDTKS
한강,ㅎㅏㄴㄱㅏㅇ,GKSRKD
음정,ㅇㅡㅁㅈㅓㅇ,DMAWJD
효자비,ㅎㅛㅈㅏㅂㅣ,GYWKQL
예송,ㅇㅕㅣㅅㅗㅇ,DULTHD
위문,ㅇㅜㅣㅁㅜㄴ,DNLANS
고사포,ㄱㅗㅅㅏㅍㅗ,RHTKVH
간성,ㄱㅏㄴㅅㅓㅇ,RKSTJD
강진,ㄱㅏㅇㅈㅣㄴ,RKDWLS
결성,ㄱㅕㄹㅅㅓㅇ,RUFTJD
계양,ㄱㅕㅣㅇㅑㅇ,RULDID
금정,ㄱㅡㅁㅈㅓㅇ,RMAWJD
낙동,ㄴㅏㄱㄷㅗㅇ,SKREHD
대청,ㄷㅏㅣㅊㅓㅇ,EKLCJD
동복,ㄷㅗㅇㅂㅗㄱ,EHDQHR
석성,ㅅㅓㄱㅅㅓㅇ,TJRTJD
선산,ㅅㅓㄴㅅㅏㄴ,TJSTKS
양강,ㅇㅑㅇㄱㅏㅇ,DIDRKD
은산,ㅇㅡㄴㅅㅏㄴ,DMSTKS
장계,ㅈㅏㅇㄱㅕㅣ,WKDRUL
전의,ㅈㅓㄴㅇㅡㅣ,WJSDML
진산,ㅈㅣㄴㅅㅏㄴ,WLSTKS
진위,ㅈㅣㄴㅇㅜㅣ,WLSDNL
춘양,ㅊㅜㄴㅇㅑㅇ,CNSDID
태인,ㅌㅏㅣㅇㅣㄴ,XKLDLS
한림,ㅎㅏㄴㄹㅣㅁ,GKSFLA
회인,ㅎㅗㅣㅇㅣㄴ,GHLDLS
회진,ㅎㅗㅣㅈㅣㄴ,GHLWLS
영릉,ㅇㅕㅇㄹㅡㅇ,DUDFMD
장강,ㅈㅏㅇㄱㅏㅇ,WKDRKD
선현,ㅅㅓㄴㅎㅕㄴ,TJSGUS
감천,ㄱㅏㅁㅊㅓㄴ,RKACJS
단층,ㄷㅏㄴㅊㅡㅇ,EKSCMD
대천,ㄷㅏㅣㅊㅓㄴ,EKLCJS
동제,ㄷㅗㅇㅈㅓㅣ,EHDWJL
방산,ㅂㅏㅇㅅㅏㄴ,QKDTKS
배천,ㅂㅏㅣㅊㅓㄴ,QKLCJS
백주,ㅂㅏㅣㄱㅈㅜ,QKLRWN
부원,ㅂㅜㅇㅜㅓㄴ,QNDNJS
삼계,ㅅㅏㅁㄱㅕㅣ,TKARUL
선곡,ㅅㅓㄴㄱㅗㄱ,TJSRHR
송림,ㅅㅗㅇㄹㅣㅁ,THDFLA
신풍,ㅅㅣㄴㅍㅜㅇ,TLSVND
약장,ㅇㅑㄱㅈㅏㅇ,DIRWKD
양성,ㅇㅑㅇㅅㅓㅇ,DIDTJD
염전,ㅇㅕㅁㅈㅓㄴ,DUAWJS
영선,ㅇㅕㅇㅅㅓㄴ,DUDTJS
영해,ㅇㅕㅇㅎㅏㅣ,DUDGKL
온양,ㅇㅗㄴㅇㅑㅇ,DHSDID
의인,ㅇㅡㅣㅇㅣㄴ,DMLDLS
인의,ㅇㅣㄴㅇㅡㅣ,DLSDML
인풍,ㅇㅣㄴㅍㅜㅇ,DLSVND
일직,ㅇㅣㄹㅈㅣㄱ,DLFWLR
임진,ㅇㅣㅁㅈㅣㄴ,DLAWLS
입석,ㅇㅣㅂㅅㅓㄱ,DLQTJR
장명,ㅈㅏㅇㅁㅕㅇ,WKDAUD
장풍,ㅈㅏㅇㅍㅜㅇ,WKDVND
재산,ㅈㅏㅣㅅㅏㄴ,WKLTKS
점촌,ㅈㅓㅁㅊㅗㄴ,WJACHS
정산,ㅈㅓㅇㅅㅏㄴ,WJDTKS
제방,ㅈㅓㅣㅂㅏㅇ,WJLQKD
증산,ㅈㅡㅇㅅㅏㄴ,WMDTKS
집촌,ㅈㅣㅂㅊㅗㄴ,WLQCHS
청산,ㅊㅓㅇㅅㅏㄴ,CJDTKS
청천,ㅊㅓㅇㅊㅓㄴ,CJDCJS
취락,ㅊㅜㅣㄹㅏㄱ,CNLFKR
태산,ㅌㅏㅣㅅㅏㄴ,XKLTKS
통해,ㅌㅗㅇㅎㅏㅣ,XHDGKL
풍각,ㅍㅜㅇㄱㅏㄱ,VNDRKR
항만,ㅎㅏㅇㅁㅏㄴ,GKDAKS
해양,ㅎㅏㅣㅇㅑㅇ,GKLDID
해제,ㅎㅏㅣㅈㅓㅣ,GKLWJL
환가,ㅎㅗㅏㄴㄱㅏ,GHKSRK
상해,ㅅㅏㅇㅎㅏㅣ,TKDGKL
대덕,ㄷㅏㅣㄷㅓㄱ,EKLEJR
남한,ㄴㅏㅁㅎㅏㄴ,SKAGKS
갑동,ㄱㅏㅂㄷㅗㅇ,RKQEHD
강동,ㄱㅏㅇㄷㅗㅇ,RKDEHD
강릉,ㄱㅏㅇㄹㅡㅇ,RKDFMD
겸면,ㄱㅕㅁㅁㅕㄴ,RUAAUS
경동,ㄱㅕㅇㄷㅗㅇ,RUDEHD
경산,ㄱㅕㅇㅅㅏㄴ,RUDTKS
계동,ㄱㅕㅣㄷㅗㅇ,RULEHD
계룡,ㄱㅕㅣㄹㅛㅇ,RULFYD
고기리,ㄱㅗㄱㅣㄹㅣ,RHRLFL
과천,ㄱㅗㅏㅊㅓㄴ,RHKCJS
구로구,ㄱㅜㄹㅗㄱㅜ,RNFHRN
구리시,ㄱㅜㄹㅣㅅㅣ,RNFLTL
구미시,ㄱㅜㅁㅣㅅㅣ,RNALTL
궁동,ㄱㅜㅇㄷㅗㅇ,RNDEHD
금동,ㄱㅡㅁㄷㅗㅇ,RMAEHD
길동,ㄱㅣㄹㄷㅗㅇ,RLFEHD
김제,ㄱㅣㅁㅈㅓㅣ,RLAWJL
김천,ㄱㅣㅁㅊㅓㄴ,RLACJS
김해,ㄱㅣㅁㅎㅏㅣ,RLAGKL
나주시,ㄴㅏㅈㅜㅅㅣ,SKWNTL
남면,ㄴㅏㅁㅁㅕㄴ,SKAAUS
내동,ㄴㅏㅣㄷㅗㅇ,SKLEHD
논산,ㄴㅗㄴㅅㅏㄴ,SHSTKS
달동,ㄷㅏㄹㄷㅗㅇ,EKFEHD
답동,ㄷㅏㅂㄷㅗㅇ,EKQEHD
당동,ㄷㅏㅇㄷㅗㅇ,EKDEHD
당진,ㄷㅏㅇㅈㅣㄴ,EKDWLS
덕동,ㄷㅓㄱㄷㅗㅇ,EJREHD
동읍,ㄷㅗㅇㅇㅡㅂ,EHDDMQ
마포구,ㅁㅏㅍㅗㄱㅜ,AKVHRN
명동,ㅁㅕㅇㄷㅗㅇ,AUDEHD
묵동,ㅁㅜㄱㄷㅗㅇ,ANREHD
밀양,ㅁㅣㄹㅇㅑㅇ,ALFDID
방동,ㅂㅏㅇㄷㅗㅇ,QKDEHD
배동,ㅂㅏㅣㄷㅗㅇ,QKLEHD
번동,ㅂㅓㄴㄷㅗㅇ,QJSEHD
법동,ㅂㅓㅂㄷㅗㅇ,QJQEHD
봉동,ㅂㅗㅇㄷㅗㅇ,QHDEHD
북면,ㅂㅜㄱㅁㅕㄴ,QNRAUS
사하구,ㅅㅏㅎㅏㄱㅜ,TKGKRN
상동,ㅅㅏㅇㄷㅗㅇ,TKDEHD
서초구,ㅅㅓㅊㅗㄱㅜ,TJCHRN
석동,ㅅㅓㄱㄷㅗㅇ,TJREHD
성남,ㅅㅓㅇㄴㅏㅁ,TJDSKA
성동,ㅅㅓㅇㄷㅗㅇ,TJDEHD
세종,ㅅㅓㅣㅈㅗㅇ,TJLWHD
소사구,ㅅㅗㅅㅏㄱㅜ,THTKRN
소사리,ㅅㅗㅅㅏㄹㅣ,THTKFL
수원,ㅅㅜㅇㅜㅓㄴ,TNDNJS
순천,ㅅㅜㄴㅊㅓㄴ,TNSCJS
안동,ㅇㅏㄴㄷㅗㅇ,DKSEHD
안산,ㅇㅏㄴㅅㅏㄴ,DKSTKS
안성,ㅇㅏㄴㅅㅓㅇ,DKSTJD
안양,ㅇㅏㄴㅇㅑㅇ,DKSDID
여수시,ㅇㅕㅅㅜㅅㅣ,DUTNTL
여주시,ㅇㅕㅈㅜㅅㅣ,DUWNTL
영동,ㅇㅕㅇㄷㅗㅇ,DUDEHD
영천,ㅇㅕㅇㅊㅓㄴ,DUDCJS
옥동,ㅇㅗㄱㄷㅗㅇ,DHREHD
와동,ㅇㅗㅏㄷㅗㅇ,DHKEHD
용동,ㅇㅛㅇㄷㅗㅇ,DYDEHD
용면,ㅇㅛㅇㅁㅕㄴ,DYDAUS
울산,ㅇㅜㄹㅅㅏㄴ,DNFTKS
율면,ㅇㅠㄹㅁㅕㄴ,DBFAUS
익산,ㅇㅣㄱㅅㅏㄴ,DLRTKS
입면,ㅇㅣㅂㅁㅕㄴ,DLQAUS
장동,ㅈㅏㅇㄷㅗㅇ,WKDEHD
재동,ㅈㅏㅣㄷㅗㅇ,WKLEHD
정읍,ㅈㅓㅇㅇㅡㅂ,WJDDMQ
좌동,ㅈㅗㅏㄷㅗㅇ,WHKEHD
죽동,ㅈㅜㄱㄷㅗㅇ,WNREHD
중면,ㅈㅜㅇㅁㅕㄴ,WNDAUS
직동,ㅈㅣㄱㄷㅗㅇ,WLREHD
